x1	x2	x3	y0	y1	t	y
0.28757752012461424	-0.30094642299250823	1.39309955312004	0.02837696038595139	0.3495693415059927	1	0.3495693415059927
0.7883051354438066	-0.49684929554935714	2.3002263773345284	2.34911401323723	3.9234267495846913	1	3.9234267495846913
0.40897692181169987	0.5133925280374521	2.342008375803987	1.247202206744788	1.5426876804558596	0	1.247202206744788
0.8830174040049314	0.3755306513031616	-1.568315530264456	4.534669010437871	5.000684953207935	1	5.000684953207935
0.9404672842938453	-0.7545832686643505	-3.0522191655790616	4.127640896937137	5.902025503554795	1	5.902025503554795
0.04555649938993156	-0.04757372542464338	5.410652128741649	2.2618658246286087	2.7862444292898063	0	2.2618658246286087
0.5281054880470037	-0.4479739113782494	1.4627798598223338	2.0305624237414843	3.0061350448546342	1	3.0061350448546342
0.8924190443940461	-1.0353755352709821	1.751284520369613	1.6595192651115163	3.6785273613958838	1	3.6785273613958838
0.5514350144658238	0.07506006559407169	-1.3859370365962023	3.3052749864505944	3.099694590852038	0	3.3052749864505944
0.45661473530344665	-0.03960585462929413	3.2650996836201656	2.691611980279802	5.286905847751836	1	5.286905847751836
0.9568333453498781	-0.04868463375654049	4.678953589903296	3.5404000517401455	6.582355511733148	1	6.582355511733148
0.4533341561909765	0.10807627090061632	4.055740209096805	0.36355799179220827	1.9780392418355173	1	1.9780392418355173
0.6775706354528666	0.4412325821982936	-3.0472540455155173	3.912825019403674	5.334756193540498	0	3.912825019403674
0.5726334019564092	0.10279875224169333	-1.0810159972665856	3.522476755708957	4.026055088015728	0	3.522476755708957
0.10292468266561627	-0.30821792143676413	1.19558320358104	-0.19162702148023314	1.2993343913458018	0	-0.19162702148023314
0.8998249704018235	-0.3673996259606405	2.3936815987713853	3.768143074004679	4.266160904401166	1	4.266160904401166
0.24608773435465991	-0.0659013965205905	-0.08777703322019992	0.6425590661475383	1.930728884399155	0	0.6425590661475383
0.04205953353084624	0.15500849328947588	-0.7170986038880451	1.0055618725503739	1.3189358643092457	1	1.3189358643092457
0.3279207192827016	-0.5198401763510208	1.4595718726716864	0.6745519860649369	2.462955772095436	1	2.462955772095436
0.9545036491472274	-0.09215443442119191	-0.8852863032150549	3.381184298247656	5.072553139211342	1	5.072553139211342
0.8895393160637468	0.4836336300839569	5.087008604208705	4.153411392536154	6.396410400587481	1	6.396410400587481
0.6928034061565995	-0.054140045617243074	-2.650990799799675	2.433668264026859	5.415877976456026	0	2.433668264026859
0.6405068137682974	-0.3492103337971951	2.0175844148002273	1.62179975682171	1.975357922202564	1	1.975357922202564
0.9942697766236961	-0.1379725842127698	-2.99265441346033	3.5231695910396166	5.489358883266966	1	5.489358883266966
0.6557057991158217	0.55732427268099	0.011354165624168688	3.171995316818742	2.7447278697235324	1	2.7447278697235324
0.7085304681677371	0.275021980607068	3.968674568315237	3.3166389939964906	3.859155235348467	0	3.3166389939964906
0.5440660247113556	0.6183379000408027	3.2435371486428766	4.327025620512064	6.272492305120529	1	6.272492305120529
0.5941420204471797	0.06954892858088553	-1.7997212961998414	1.0881191794161202	1.3497300290470622	0	1.0881191794161202
0.2891597372945398	0.20513754824521255	-1.9521960725890941	1.1621574468704292	2.5077981467483337	0	1.1621574468704292
0.1471136473119259	-0.27922845617406644	1.1162116794815478	0.9407492608544633	1.040304566959192	0	0.9407492608544633
0.9630242325365543	0.3026853344651665	-0.9059532774925285	5.91680316805425	6.546452463939191	1	6.546452463939191
0.9022990451194346	-0.2531667710946197	1.8115402296573113	3.7820437719986137	4.7412468455485515	1	4.7412468455485515
0.6907052784226835	-0.7102827523478722	-0.9678769677903947	2.0387849448674618	2.4264661784614177	0	2.0387849448674618
0.7954674176871777	0.0639964828420629	-2.220246031939784	2.9383092439944143	1.9924571541780471	1	1.9924571541780471
0.024613684508949518	0.9729256088657178	0.13966246420634743	1.4856885110098055	2.728784840537381	0	1.4856885110098055
0.4777959710918367	0.4004571697865308	-1.4484212655934336	3.300698974350267	4.775599069754794	1	4.775599069754794
0.7584595375228673	0.5826266949731301	3.1732839346442048	3.4326065345185466	4.569321108579689	1	4.569321108579689
0.21640793583355844	0.17942786154657608	0.33038883923771456	1.2088210117273672	1.720073286039057	0	1.2088210117273672
0.31818100763484836	-0.3042785891581122	0.9243185921998985	1.1853817855256652	3.085585442786103	0	1.1853817855256652
0.2316257853526622	-0.10112042755514186	3.76118265978494	1.554660348065163	3.6321960081265807	1	3.6321960081265807
0.14280002238228917	-0.13662405340596262	4.715642484833834	1.545956443147883	0.17228558709796515	0	1.545956443147883
0.4145463358145207	-0.23434988989104358	0.8940995643749592	1.7029962703066703	3.8275711078357846	0	1.7029962703066703
0.41372432629577816	0.3520836419648579	1.6666724015599637	1.9308102756007908	1.1512625284472795	1	1.1512625284472795
0.36884545092470944	-0.598681751182706	3.6181953640728137	2.271363184724708	2.92681282228928	0	2.271363184724708
0.15244474774226546	0.43318306605638673	0.6510755103066994	1.207496174631033	1.098323060871756	0	1.207496174631033
0.13880606344901025	0.4320762431129466	-1.0872517302144118	2.5651524757024666	2.935046692779374	0	2.5651524757024666
0.23303409945219755	-0.5993111795343743	2.9884007323230932	0.2709025606548661	2.5877863293791075	1	2.5877863293791075
0.4659624502528459	0.3197459989502669	-2.049269079259665	2.797518764155336	4.3320321524394085	0	2.797518764155336
0.26597264036536217	1.2151133261722542	0.5094937417003709	0.732915293388464	2.226813379130345	0	0.732915293388464
0.8578277153428644	-0.27860774097080415	0.19568984435307157	3.0403111590632457	1.9623187277184324	1	1.9623187277184324
0.04583116667345166	0.4224521207040358	-0.04548867273539248	0.5839822474369567	1.780307590178521	0	0.5839822474369567
0.44220007420517504	-0.3911009228097017	-4.507217508298136	0.619353956594453	2.248157110468351	1	2.248157110468351
0.7989248456433415	0.5553557091014004	-0.17380048441465568	2.715162207252468	4.576109350646084	1	4.576109350646084
0.12189925997518003	0.12491235996328125	3.5326258614519115	1.5606687024158126	1.587421351940584	0	1.5606687024158126
0.5609479837585241	0.8259576958115823	0.06225868993343564	3.983908364773398	5.921451416804056	1	5.921451416804056
0.2065313896164298	-0.7294853642684578	-0.2380863704158782	-1.2020918006491983	-1.5972975789444654	0	-1.2020918006491983
0.12753165024332702	-0.025648943062680618	-0.3322789654769396	0.9088564528449694	3.6475994717213025	0	0.9088564528449694
0.7533078643027693	-0.2634625880627989	-0.7494785874017553	1.6372235491931921	1.8385892589496569	1	1.8385892589496569
0.8950453591533005	-0.09863243453814956	1.2920434076820007	2.4304757758934943	4.195500162662841	1	4.195500162662841
0.3744627758860588	-0.31478937134300244	2.185561416175254	1.7084741804675885	3.0263855256030237	0	1.7084741804675885
0.6651151946280152	-0.4169217902675003	3.897411500213224	1.5575149881515067	1.493914470538621	0	1.5575149881515067
0.09484066092409194	0.2893611873082249	-2.1321825770151612	1.6622038131268067	3.806462469195403	0	1.6622038131268067
