x1	x2	x3	y0	y1	t	y	t2
0.9352803421206772	2.448416035715781	0.07165725222388977	3.336951913863484	4.8354783350045505	1	4.8354783350045505	1
0.8244128639344126	3.895936546650405	-0.3737569713064679	1.8167088362853607	2.2785119878798628	1	2.2785119878798628	0
0.9828665680252016	2.222851323042428	0.370093084023917	4.206194021850541	3.4517017012243123	1	3.4517017012243123	1
0.23000131058506668	0.5221383694152573	0.8810044647372197	1.211902586133594	0.6854047395187433	0	1.211902586133594	0
0.6480409670621157	2.4425852015297647	0.502565956332736	2.2467791757643925	3.2559672704645912	1	3.2559672704645912	0
0.9483467026147991	0.7097007666447481	0.7039287126458514	6.425492712886042	9.112000370669119	1	9.112000370669119	1
0.07055863551795483	2.5746723454204963	-0.3658180041189908	0.8000626055114466	1.1472561445620562	0	0.8000626055114466	1
0.08067228109575808	0.013837038159853488	-0.22248537681417943	0.77717941643711	1.1261446285151773	0	0.77717941643711	1
0.7247752866242081	2.5214624946683557	-0.1988767105947901	3.4857399615346383	4.209364604073658	1	4.209364604073658	0
0.5216854938771576	2.657547722082265	-0.32786953353233383	1.9210145128596228	3.299322385387044	0	1.9210145128596228	1
0.3260050327517092	2.6461449390117844	0.7184812278927202	1.7397864480020544	1.7462359199985267	1	1.7462359199985267	0
0.010381307452917099	1.9813591671617	0.05830288173786308	-0.3946338480471538	1.4742897125922831	0	-0.3946338480471538	0
0.11051934165880084	1.5002865036485273	0.5098888804054075	2.3190617743789703	1.5014905159969831	0	2.3190617743789703	1
0.6209662340115756	-0.656640261338544	-0.15991509460248182	2.4276522698773624	3.2033030410817713	0	2.4276522698773624	0
0.3990548581350595	-1.3125862430058648	0.06563488389609805	1.1907148434692258	3.256376705958844	0	1.1907148434692258	0
0.07175442832522094	2.3264872610408074	-0.06610519444888972	0.8833627718594617	0.7735487785444923	0	0.8833627718594617	0
0.4225078553427011	3.1642194623567272	-0.4527501006159203	1.454090272357913	2.162267779213077	0	1.454090272357913	1
0.2406018648762256	3.6058691388659874	-0.394476965130845	-0.0385027824088916	0.7973555997577664	0	-0.0385027824088916	0
0.8900354865472764	3.006419806924036	0.0024479085918569787	4.4239192505968346	4.3558870390297315	1	4.3558870390297315	0
0.024758097482845187	0.04570405098502295	-0.700554012633208	0.3311453393648831	0.7447385075914734	0	0.3311453393648831	1
0.41334727848879993	3.9726926338902135	0.433188711793661	2.377370336605659	3.5635993820640333	0	2.377370336605659	1
0.7400954887270927	-0.31976399514759435	-0.04268482235800665	4.147575540488566	5.583660235630806	1	5.583660235630806	0
0.10112568829208612	3.533109105786643	0.30998940903466127	1.0881637099786605	4.3037887878264405	0	1.0881637099786605	1
0.3616121355444193	-0.7036074240335759	0.31060010667270865	1.3943020161892747	2.745543281400656	0	1.3943020161892747	0
