"x.1","x.2","t","y"
6.29802492346142,8.57303012306844,TRUE,1.63313974142504
1.61807634199132,47.0004973241618,TRUE,1.1078920613716
7.74152715996921,11.0467747799068,TRUE,1.32158804292276
17.8956963215872,-5.83227588753368,FALSE,1.15730618699193
35.9084821164682,44.7319262648883,TRUE,1.57733164019503
39.8824717609999,27.611440667629,TRUE,1.83809803539619
34.3790921540516,16.4438663189488,TRUE,0.904056233898697
15.2174685296742,38.5524414786389,TRUE,1.11956279723894
30.1824731756671,44.7308712998375,TRUE,1.48192046517442
20.7094198297452,25.2530568030323,TRUE,1.71463573939287
15.6263798540022,37.8871844669627,TRUE,1.6282344865342
31.1060906341737,45.7788490845711,TRUE,1.47159082730618
18.1382151708004,0.418413525126653,TRUE,1.93137480361197
12.0561827648536,30.3982026001274,TRUE,1.56833602200127
15.0064363025653,10.4022945418403,TRUE,1.34422298728033
17.2265168870997,3.67582115571463,TRUE,1.27084123542572
2.96224332187752,-5.49016260060189,FALSE,1.54800233162673
12.0864321476371,18.4420834269662,TRUE,1.07331492736678
5.47401791534778,36.6552464465455,TRUE,1.41674808898862
47.2585471667173,16.0944443994266,TRUE,1.79171485460582
43.7275701247939,31.2970804275521,TRUE,1.57419080145378
27.4285002994476,32.8440332935672,TRUE,1.4917909776187
-13.0544406407896,48.5804617084394,FALSE,0.805374546100398
-6.23541641916436,42.4082213216921,FALSE,0.193543046458779
-0.0808738133709284,5.41047315175617,FALSE,0.241489295808528
26.694946842255,26.7676151966164,TRUE,1.01459055675682
39.3770056932767,9.2240123794808,TRUE,1.84622946650888
2.34899439979728,35.860639879268,TRUE,1.79083346542295
-15.938815404347,16.7590527165876,FALSE,-0.0798209260407888
12.7624530029976,-14.0246568413314,FALSE,0.571067773936364
16.0316442707514,22.8413404630075,TRUE,0.769022125307208
11.366499694963,15.4780110841199,TRUE,1.58541888406041
10.0911693377207,17.4749577795921,TRUE,2.20591702976162
56.1203877305761,3.15281342624326,TRUE,2.25681779798342
-5.69794976388138,23.84764122314,FALSE,0.425481592309604
1.4426171959965,20.9352984291122,TRUE,1.64362741832606
20.8504747002147,-7.61480102008525,FALSE,0.719821546214207
12.2977290675838,23.1986888314106,TRUE,1.61404551646388
